direction	spBLEU	chrF++	len_ratio
mlt_Latn-kea_Latn	25.53	47.03	0.995
kas_Deva-zsm_Latn	16.45	42.12	1.050
bho_Deva-scn_Latn	11.70	34.40	0.991
umb_Latn-lit_Latn	7.00	24.13	0.905
bho_Deva-mni_Beng	21.25	33.39	1.021
som_Latn-sot_Latn	14.18	38.17	0.925
prs_Arab-ace_Latn	7.81	32.80	0.945
dan_Latn-epo_Latn	35.17	55.55	1.012
twi_Latn-bjn_Arab	4.28	15.97	1.159
knc_Arab-bak_Cyrl	1.70	11.78	1.223
ben_Beng-kan_Knda	29.69	45.36	0.967
fao_Latn-run_Latn	13.57	35.42	1.039
urd_Arab-tgk_Cyrl	25.07	42.37	0.928
bos_Latn-mkd_Cyrl	35.30	55.42	0.952
kbp_Latn-afr_Latn	11.92	32.23	0.953
kac_Latn-ace_Latn	5.21	26.64	1.101
ell_Grek-ewe_Latn	12.24	35.12	1.067
bjn_Latn-mag_Deva	21.69	40.63	0.994
taq_Latn-amh_Ethi	8.85	14.72	1.079
wol_Latn-ars_Arab	13.62	27.76	0.971
ars_Arab-ace_Arab	5.07	17.75	1.112
bos_Latn-mos_Latn	4.70	22.45	1.082
nya_Latn-hat_Latn	16.26	37.39	0.999
tum_Latn-ayr_Latn	4.10	24.12	1.048
zsm_Latn-fij_Latn	21.26	44.82	0.954
zul_Latn-kan_Knda	25.71	42.21	0.972
nya_Latn-lus_Latn	11.26	31.93	0.947
dik_Latn-dyu_Latn	2.06	14.91	0.844
mos_Latn-ltg_Latn	6.85	23.43	1.021
nus_Latn-tpi_Latn	11.04	34.75	0.858
als_Latn-rus_Cyrl	32.30	49.79	0.963
snd_Arab-hne_Deva	21.85	42.44	0.983
gla_Latn-apc_Arab	17.57	33.86	0.996
kor_Hang-pes_Arab	21.44	39.45	0.980
ban_Latn-ewe_Latn	11.38	33.27	1.058
gla_Latn-gaz_Latn	8.16	31.56	1.020
ewe_Latn-kon_Latn	11.20	36.61	0.968
por_Latn-mag_Deva	25.68	45.76	1.006
als_Latn-vec_Latn	15.72	41.44	1.013
ceb_Latn-fij_Latn	21.40	44.83	0.962
kab_Latn-tur_Latn	14.32	34.17	0.965
ron_Latn-bug_Latn	7.00	30.83	1.047
glg_Latn-tir_Ethi	13.63	22.31	1.038
ces_Latn-tel_Telu	29.38	45.18	0.998
fra_Latn-tat_Cyrl	27.37	44.88	0.964
mya_Mymr-ces_Latn	22.06	39.74	0.966
zho_Hant-acq_Arab	16.76	33.47	1.051
mal_Mlym-spa_Latn	24.54	46.82	0.917
eng_Latn-tzm_Tfng	19.40	30.06	1.012
kat_Geor-lit_Latn	22.02	44.06	0.986
mar_Deva-fin_Latn	22.03	43.90	0.949
bul_Cyrl-twi_Latn	10.86	33.43	1.014
luo_Latn-mlt_Latn	16.29	34.55	0.997
pbt_Arab-lao_Laoo	21.10	37.40	0.924
lim_Latn-pes_Arab	23.28	40.56	0.980
oci_Latn-ceb_Latn	29.41	55.05	1.051
uig_Arab-bho_Deva	13.18	31.69	0.930
kam_Latn-luo_Latn	6.80	26.09	0.874
sin_Sinh-kaz_Cyrl	21.94	41.11	0.937
kab_Latn-mai_Deva	7.76	24.81	1.013
srp_Cyrl-kab_Latn	11.10	30.26	1.082
mai_Deva-aka_Latn	9.28	31.58	0.924
lvs_Latn-arz_Arab	17.46	34.66	1.130
luo_Latn-smo_Latn	15.63	38.01	0.906
kir_Cyrl-guj_Gujr	21.25	36.86	0.940
zho_Hant-knc_Latn	2.50	19.48	1.417
bos_Latn-fij_Latn	19.73	43.99	0.967
dzo_Tibt-vie_Latn	16.27	35.42	0.920
zsm_Latn-mos_Latn	5.02	22.79	1.068
ceb_Latn-mkd_Cyrl	29.62	50.04	0.953
bug_Latn-zho_Hans	13.90	13.42	0.878
yue_Hant-gle_Latn	20.23	40.87	0.971
tsn_Latn-gle_Latn	18.99	38.66	0.986
zsm_Latn-mkd_Cyrl	30.04	50.77	0.947
ceb_Latn-mos_Latn	4.95	22.93	1.098
slk_Latn-ceb_Latn	24.86	49.73	1.002
azb_Arab-apc_Arab	12.75	28.58	1.013
vie_Latn-tam_Taml	26.43	44.86	0.994
bod_Tibt-mya_Mymr	7.22	20.46	0.838
lao_Laoo-eus_Latn	12.90	33.50	0.839
hun_Latn-yue_Hant	9.95	13.05	0.896
als_Latn-lij_Latn	22.45	41.53	1.023
azb_Arab-gaz_Latn	5.79	28.16	1.094
ilo_Latn-ban_Latn	11.52	36.02	1.060
kmr_Latn-fra_Latn	27.56	46.48	0.953
sat_Beng-ban_Latn	5.64	29.06	1.151
snd_Arab-tgk_Cyrl	25.46	42.78	0.926
apc_Arab-nus_Latn	11.07	26.03	1.124
ben_Beng-fur_Latn	24.56	44.72	0.968
tpi_Latn-dik_Latn	4.48	20.29	1.267
tzm_Tfng-gla_Latn	9.71	32.35	1.073
hne_Deva-tgk_Cyrl	27.29	44.33	0.934
lim_Latn-sat_Beng	15.17	23.65	0.916
ssw_Latn-mag_Deva	15.50	32.06	0.993
hat_Latn-tzm_Tfng	17.14	27.91	1.002
hrv_Latn-khm_Khmr	16.64	31.22	0.900
kmr_Latn-slv_Latn	18.46	39.24	0.952
arb_Arab-ace_Latn	8.60	33.82	0.992
cym_Latn-gla_Latn	23.63	46.19	0.986
ace_Latn-fuv_Latn	3.13	18.65	1.197
scn_Latn-szl_Latn	23.68	41.12	0.990
lao_Laoo-heb_Hebr	24.78	40.96	0.996
slk_Latn-afr_Latn	29.89	52.74	0.983
jav_Latn-pan_Guru	25.51	39.22	0.971
plt_Latn-ind_Latn	29.23	53.05	0.961
hau_Latn-zsm_Latn	26.05	50.11	0.990
nob_Latn-kik_Latn	11.69	33.44	0.935
nob_Latn-snd_Arab	21.77	39.20	0.992
bam_Latn-snd_Arab	11.26	26.51	1.051
bam_Latn-kik_Latn	8.15	28.20	0.968
est_Latn-arz_Arab	18.97	35.50	1.075
szl_Latn-mri_Latn	20.19	43.08	0.980
crh_Latn-min_Latn	16.51	41.82	1.031
ltg_Latn-taq_Tfng	6.13	17.48	0.962
zul_Latn-fur_Latn	23.79	43.05	0.970
gla_Latn-bam_Latn	6.97	26.59	1.055
fur_Latn-taq_Latn	3.88	21.45	0.981
kab_Latn-kas_Deva	2.37	13.11	0.981
rus_Cyrl-kir_Cyrl	22.50	40.32	1.005
kas_Deva-acm_Arab	10.77	27.08	1.136
tsn_Latn-bug_Latn	5.98	27.20	1.027
yue_Hant-bug_Latn	5.20	27.97	0.997
afr_Latn-szl_Latn	27.13	44.89	0.971
bel_Cyrl-aeb_Arab	11.59	28.75	1.176
pol_Latn-tat_Cyrl	24.50	42.25	0.965
knc_Latn-fin_Latn	7.92	27.78	0.984
mai_Deva-azb_Arab	3.88	22.21	1.182
swh_Latn-pol_Latn	23.25	40.95	0.944
oci_Latn-afr_Latn	37.97	59.69	1.009
run_Latn-lao_Laoo	16.94	33.99	0.907
jpn_Jpan-ilo_Latn	17.29	43.39	0.997
lmo_Latn-taq_Tfng	6.44	17.72	0.982
urd_Arab-hne_Deva	20.91	41.37	0.982
tha_Thai-fin_Latn	20.27	41.83	0.937
tam_Taml-ace_Latn	6.72	31.27	1.113
nso_Latn-aeb_Arab	2.50	14.15	1.932
crh_Latn-fao_Latn	18.43	38.35	0.983
fin_Latn-awa_Deva	11.64	28.94	1.094
dyu_Latn-vie_Latn	9.02	23.67	0.918
spa_Latn-kmb_Latn	3.73	23.57	0.926
swe_Latn-zul_Latn	24.16	47.23	0.985
kik_Latn-yue_Hant	8.61	9.78	0.950
nld_Latn-srd_Latn	23.04	44.81	0.990
acm_Arab-dyu_Latn	1.74	17.03	0.992
yor_Latn-ace_Latn	6.45	27.90	1.010
som_Latn-ltg_Latn	16.16	34.69	0.973
tgk_Cyrl-kbp_Latn	9.00	25.93	1.041
tat_Cyrl-ace_Arab	4.76	16.74	1.153
als_Latn-nso_Latn	18.39	44.57	1.056
khk_Cyrl-shn_Mymr	10.43	29.33	0.964
awa_Deva-tat_Cyrl	24.55	42.86	0.982
taq_Tfng-ayr_Latn	2.25	19.98	1.197
kam_Latn-san_Deva	2.73	14.83	1.022
heb_Hebr-umb_Latn	1.85	22.93	0.861
kmb_Latn-war_Latn	12.11	34.24	0.921
tpi_Latn-uzn_Latn	17.16	36.00	0.965
tgl_Latn-kea_Latn	19.70	40.66	1.006
azj_Latn-yor_Latn	8.02	23.25	1.182
ajp_Arab-fon_Latn	4.32	19.25	1.116
mai_Deva-grn_Latn	12.68	33.30	1.002
mos_Latn-sot_Latn	7.01	27.61	1.019
isl_Latn-cym_Latn	28.33	46.34	0.986
grn_Latn-mar_Deva	14.33	31.43	0.955
gaz_Latn-zsm_Latn	19.65	44.71	0.999
sot_Latn-aeb_Arab	5.71	20.72	1.642
lus_Latn-nus_Latn	9.35	22.87	1.090
twi_Latn-isl_Latn	13.90	30.69	0.940
fin_Latn-bos_Latn	26.32	47.17	0.980
mai_Deva-zho_Hant	13.45	14.16	0.766
azb_Arab-bam_Latn	3.92	22.92	1.153
hrv_Latn-kac_Latn	11.81	35.17	0.931
ces_Latn-mal_Mlym	27.19	41.90	0.953
kor_Hang-sat_Beng	15.02	23.33	0.914
sag_Latn-azj_Latn	7.59	23.41	0.881
kan_Knda-mar_Deva	23.24	41.29	0.966
kbp_Latn-ceb_Latn	12.58	35.27	0.970
ron_Latn-gle_Latn	27.85	47.89	0.999
shn_Mymr-gla_Latn	12.71	35.79	1.074
xho_Latn-ind_Latn	30.65	53.38	0.960
bem_Latn-pan_Guru	19.40	32.98	0.954
bem_Latn-sat_Beng	13.43	21.92	0.909
gla_Latn-nya_Latn	13.40	38.96	0.982
lit_Latn-amh_Ethi	21.39	29.62	1.023
nus_Latn-luo_Latn	8.05	29.42	0.995
luo_Latn-hin_Deva	17.64	33.68	0.949
kor_Hang-pan_Guru	24.13	37.48	0.967
crh_Latn-tir_Ethi	13.06	21.61	1.018
bos_Latn-pbt_Arab	17.17	33.95	1.020
knc_Arab-jpn_Jpan	1.22	4.05	1.485
ydd_Hebr-khm_Khmr	16.13	30.40	0.915
twi_Latn-afr_Latn	17.54	38.87	0.953
bos_Latn-hrv_Latn	33.80	53.66	0.979
bho_Deva-aeb_Arab	13.61	30.32	1.111
fao_Latn-fuv_Latn	3.56	19.83	1.107
kbp_Latn-bjn_Arab	3.31	14.42	1.157
ars_Arab-srd_Latn	22.52	45.40	1.024
srd_Latn-taq_Latn	4.07	21.76	0.958
bjn_Latn-heb_Hebr	25.60	41.26	0.985
eng_Latn-est_Latn	33.95	54.80	0.966
pol_Latn-sun_Latn	14.58	38.73	1.029
hau_Latn-yue_Hant	10.33	12.40	0.941
khk_Cyrl-uig_Arab	9.92	26.65	1.128
kir_Cyrl-srp_Cyrl	19.91	39.88	0.910
lij_Latn-glg_Latn	32.32	53.72	0.970
slv_Latn-kon_Latn	14.45	41.97	1.054
por_Latn-heb_Hebr	35.12	50.13	1.000
tso_Latn-bod_Tibt	4.69	25.33	1.068
swe_Latn-hun_Latn	30.28	49.12	0.978
lua_Latn-fin_Latn	11.46	31.15	0.874
cat_Latn-kmr_Latn	15.69	35.69	0.983
bug_Latn-ast_Latn	13.32	33.09	0.996
ilo_Latn-nno_Latn	19.87	41.48	0.962
mos_Latn-sin_Sinh	11.57	20.42	0.936
sat_Beng-nno_Latn	8.96	28.99	0.985
ell_Grek-umb_Latn	2.03	23.10	0.903
kik_Latn-zsm_Latn	18.00	41.92	1.039
guj_Gujr-lua_Latn	7.37	32.78	1.094
sag_Latn-urd_Arab	8.86	24.01	1.016
ita_Latn-lua_Latn	7.48	33.24	1.119
bul_Cyrl-arb_Arab	30.82	46.25	0.954
cat_Latn-ron_Latn	37.81	55.75	0.952
lin_Latn-bug_Latn	6.29	27.98	1.014
bod_Tibt-kik_Latn	6.19	25.97	1.002
bod_Tibt-snd_Arab	10.18	26.29	1.065
oci_Latn-isl_Latn	27.17	45.46	1.012
knc_Arab-lim_Latn	1.60	13.77	1.076
azb_Arab-nya_Latn	7.84	32.83	1.036
jpn_Jpan-ckb_Arab	14.36	35.25	1.033
mni_Beng-ace_Latn	6.93	30.44	1.007
ceb_Latn-hrv_Latn	26.79	47.15	0.988
jav_Latn-sat_Beng	15.25	23.63	0.905
awa_Deva-sun_Latn	15.44	40.14	1.022
zho_Hant-fur_Latn	17.84	38.94	1.065
ydd_Hebr-kac_Latn	11.80	35.63	1.003
zsm_Latn-hrv_Latn	26.92	47.65	0.967
fij_Latn-acm_Arab	2.52	13.59	1.883
kam_Latn-tpi_Latn	8.52	29.86	0.724
lim_Latn-pan_Guru	25.54	39.07	0.949
gaz_Latn-yue_Hant	8.11	10.49	0.941
vec_Latn-kea_Latn	24.11	46.27	0.962
min_Latn-sna_Latn	15.56	38.72	0.958
ban_Latn-umb_Latn	2.96	24.35	0.930
ukr_Cyrl-tam_Taml	26.71	45.60	0.974
ltz_Latn-npi_Deva	24.14	42.39	1.000
kir_Cyrl-pag_Latn	12.44	38.06	1.074
nya_Latn-mri_Latn	16.10	38.21	0.927
sat_Beng-tuk_Latn	7.65	25.31	1.003
zsm_Latn-pbt_Arab	17.48	34.11	1.014
ajp_Arab-slk_Latn	24.47	45.59	0.970
ilo_Latn-tuk_Latn	14.00	33.04	0.902
ssw_Latn-eus_Latn	10.04	29.24	0.780
slk_Latn-isl_Latn	24.52	42.43	0.965
ceb_Latn-pbt_Arab	16.77	33.06	1.026
ayr_Latn-kea_Latn	7.67	24.21	0.939
taq_Tfng-swh_Latn	5.63	24.67	0.976
aeb_Arab-kir_Cyrl	15.64	35.98	1.006
lin_Latn-gle_Latn	18.98	38.62	0.960
shn_Mymr-plt_Latn	14.03	39.85	1.064
war_Latn-lin_Latn	16.43	44.32	1.080
heb_Hebr-ewe_Latn	12.00	34.53	1.048
glg_Latn-fao_Latn	23.55	43.13	0.998
hye_Armn-fin_Latn	23.99	45.71	0.946
fra_Latn-sun_Latn	17.25	41.50	1.038
azb_Arab-oci_Latn	16.36	36.09	0.968
isl_Latn-nld_Latn	23.61	45.13	0.968
tum_Latn-swh_Latn	15.23	39.02	1.013
mri_Latn-bho_Deva	12.35	30.25	0.969
zul_Latn-knc_Latn	5.48	22.86	1.100
nus_Latn-san_Deva	3.00	17.07	1.091
ace_Latn-run_Latn	11.20	32.07	1.049
bam_Latn-mya_Mymr	7.32	20.34	0.877
lao_Laoo-mag_Deva	20.75	40.42	0.995
slk_Latn-bjn_Arab	5.61	18.27	1.106
ssw_Latn-heb_Hebr	19.50	35.06	0.945
glg_Latn-min_Latn	19.57	44.99	1.021
cym_Latn-asm_Beng	18.54	33.02	0.988
nso_Latn-mni_Beng	18.68	30.32	0.969
nob_Latn-mya_Mymr	11.30	25.37	0.832
oci_Latn-bjn_Arab	6.14	19.51	1.183
nso_Latn-scn_Latn	8.30	29.24	0.941
tzm_Tfng-asm_Beng	8.86	22.44	1.015
eus_Latn-pol_Latn	23.29	40.84	0.910
uzn_Latn-ydd_Hebr	10.10	30.40	0.990
min_Latn-hau_Latn	20.74	43.42	0.971
jav_Latn-pes_Arab	24.26	41.65	0.986
mya_Mymr-dzo_Tibt	8.28	30.04	1.108
bel_Cyrl-scn_Latn	7.24	29.39	0.988
luo_Latn-eng_Latn	26.61	45.75	0.996
spa_Latn-kas_Arab	12.52	27.15	1.027
tuk_Latn-vie_Latn	29.32	48.34	0.980
bel_Cyrl-mni_Beng	16.48	29.85	1.058
hat_Latn-est_Latn	22.74	44.57	0.939
sna_Latn-cjk_Latn	2.73	21.16	0.958
ben_Beng-knc_Latn	4.48	22.31	1.143
por_Latn-eus_Latn	20.05	40.96	0.893
shn_Mymr-asm_Beng	12.19	26.47	1.029
sag_Latn-prs_Arab	8.80	25.45	0.978
knc_Arab-bel_Cyrl	2.28	12.80	0.928
nld_Latn-ace_Arab	5.60	17.58	1.100
isl_Latn-jav_Latn	16.82	41.26	0.981
bem_Latn-pes_Arab	17.56	34.55	1.000
gla_Latn-oci_Latn	23.28	43.28	0.957
fin_Latn-quy_Latn	3.74	25.38	1.077
som_Latn-sin_Sinh	23.77	33.84	0.919
ben_Beng-acq_Arab	19.63	35.74	0.929
cjk_Latn-lin_Latn	7.76	31.73	1.033
tat_Cyrl-srd_Latn	23.02	45.18	1.016
aka_Latn-szl_Latn	13.05	29.60	1.001
pes_Arab-kir_Cyrl	19.50	37.75	0.985
ace_Arab-bjn_Latn	6.71	29.44	1.064
twi_Latn-ceb_Latn	17.87	41.13	0.960
cym_Latn-plt_Latn	21.56	47.06	1.005
pag_Latn-ind_Latn	24.33	46.52	0.900
zho_Hant-kan_Knda	22.29	39.10	1.026
bjn_Latn-eus_Latn	14.39	35.53	0.889
szl_Latn-hat_Latn	22.85	45.93	1.015
asm_Beng-glg_Latn	22.27	45.09	0.931
tzm_Tfng-plt_Latn	9.95	34.76	1.063
szl_Latn-lus_Latn	12.74	34.65	0.954
mya_Mymr-cat_Latn	26.39	46.55	0.975
kbp_Latn-isl_Latn	10.49	27.08	0.918
hun_Latn-zsm_Latn	28.25	53.42	0.997
ace_Arab-ibo_Latn	5.84	22.94	1.119
sot_Latn-mni_Beng	19.71	31.54	1.004
zul_Latn-acq_Arab	16.46	33.09	1.112
mag_Deva-hye_Armn	30.16	45.38	0.953
mlt_Latn-swe_Latn	39.87	58.84	1.001
bul_Cyrl-tsn_Latn	19.60	44.28	1.018
sot_Latn-scn_Latn	9.26	30.89	0.958
acq_Arab-lua_Latn	6.40	32.83	1.126
tir_Ethi-tum_Latn	8.01	29.46	0.826
tam_Taml-nus_Latn	11.02	25.20	1.122
umb_Latn-nya_Latn	6.32	27.60	0.957
knc_Arab-dan_Latn	2.30	15.90	1.064
deu_Latn-tam_Taml	27.94	46.58	0.986
nld_Latn-nno_Latn	20.00	42.71	0.953
kik_Latn-acm_Arab	2.28	12.84	1.919
mai_Deva-lij_Latn	20.58	39.75	1.033
twi_Latn-war_Latn	16.47	39.42	0.961
uzn_Latn-fij_Latn	18.72	43.28	0.995
nso_Latn-uzn_Latn	18.99	37.92	0.944
sot_Latn-dik_Latn	4.71	20.86	1.283
wol_Latn-urd_Arab	12.06	28.53	1.011
swe_Latn-umb_Latn	2.25	22.95	0.857
kmb_Latn-isl_Latn	10.19	26.31	0.922
arb_Arab-nus_Latn	12.14	26.56	1.110
srp_Cyrl-tgl_Latn	28.18	53.67	0.979
tuk_Latn-tso_Latn	14.43	39.72	1.049
tsn_Latn-tir_Ethi	10.79	18.44	0.965
yue_Hant-tir_Ethi	11.23	20.01	1.059
als_Latn-aka_Latn	9.04	30.95	0.931
isl_Latn-khk_Cyrl	15.60	32.79	0.960
lit_Latn-pap_Latn	24.12	45.81	0.979
kat_Geor-nya_Latn	11.36	38.42	1.030
bel_Cyrl-uzn_Latn	21.05	41.20	1.011
pes_Arab-slk_Latn	27.27	46.55	0.966
fij_Latn-zsm_Latn	18.71	41.35	0.960
kor_Hang-npi_Deva	19.85	37.76	1.005
tum_Latn-lua_Latn	6.21	30.19	1.076
slv_Latn-hat_Latn	21.41	44.65	1.025
apc_Arab-ace_Latn	7.56	32.73	1.017
slv_Latn-lus_Latn	11.96	33.78	0.982
luo_Latn-ary_Arab	2.16	13.01	1.888
heb_Hebr-zul_Latn	22.78	46.53	0.989
mai_Deva-rus_Cyrl	29.03	46.90	0.968
fur_Latn-tel_Telu	26.97	43.41	1.008
swh_Latn-eus_Latn	15.23	36.53	0.860
ltz_Latn-pan_Guru	28.86	42.59	0.971
acq_Arab-swh_Latn	23.17	48.37	1.018
tpi_Latn-aeb_Arab	5.08	19.20	1.638
mai_Deva-vec_Latn	14.92	40.21	1.007
grn_Latn-sin_Sinh	20.46	29.78	0.931
zul_Latn-som_Latn	14.42	38.08	0.996
arz_Arab-bho_Deva	14.75	34.08	0.958
sin_Sinh-san_Deva	5.74	22.26	1.018
mkd_Cyrl-cjk_Latn	2.48	21.91	1.010
uzn_Latn-mkd_Cyrl	28.07	49.24	0.962
lus_Latn-ace_Latn	5.83	27.82	1.050
fin_Latn-uig_Arab	11.24	28.09	1.114
ell_Grek-hun_Latn	25.90	45.44	0.987
eng_Latn-szl_Latn	33.60	50.28	0.960
nld_Latn-tuk_Latn	15.47	34.74	0.919
kan_Knda-sin_Sinh	30.89	39.37	0.939
lit_Latn-ita_Latn	27.25	48.37	0.929
lim_Latn-npi_Deva	20.77	38.51	0.990
uzn_Latn-mos_Latn	4.03	21.77	1.145
tir_Ethi-por_Latn	23.19	43.57	0.950
smo_Latn-hau_Latn	18.75	41.57	0.987
ben_Beng-som_Latn	12.53	36.45	0.986
lua_Latn-tgk_Cyrl	13.20	29.58	0.856
bel_Cyrl-dik_Latn	3.15	19.57	1.413
ban_Latn-hun_Latn	22.80	41.95	0.982
ewe_Latn-mri_Latn	11.53	33.39	0.891
lin_Latn-min_Latn	15.29	38.30	0.993
kas_Arab-bul_Cyrl	26.54	45.96	0.968
ast_Latn-bho_Deva	15.37	33.64	0.947
kab_Latn-lin_Latn	12.29	38.47	1.051
pap_Latn-twi_Latn	12.68	34.74	0.973
kas_Arab-wol_Latn	5.37	23.77	1.132
nso_Latn-dik_Latn	4.95	20.56	1.174
yor_Latn-nus_Latn	10.38	23.77	1.059
sot_Latn-uzn_Latn	19.58	39.51	0.963
dzo_Tibt-ben_Beng	13.41	28.15	0.949
lin_Latn-fao_Latn	15.70	34.98	0.949
glg_Latn-gle_Latn	27.44	47.51	0.989
hye_Armn-hne_Deva	19.80	40.39	0.986
kas_Deva-yue_Hant	7.61	10.37	1.062
kir_Cyrl-bem_Latn	6.96	30.85	0.926
mya_Mymr-als_Latn	22.19	43.51	0.941
tir_Ethi-sag_Latn	7.71	32.63	1.010
ars_Arab-ban_Latn	8.60	35.10	1.113
amh_Ethi-ita_Latn	25.04	46.12	0.910
quy_Latn-tat_Cyrl	10.03	25.85	0.898
als_Latn-grn_Latn	12.43	32.42	1.004
fur_Latn-mal_Mlym	26.60	41.51	0.988
ydd_Hebr-epo_Latn	30.02	51.14	1.001
jpn_Jpan-yor_Latn	8.39	22.67	1.168
lao_Laoo-pol_Latn	21.18	39.22	0.959
als_Latn-zho_Hant	11.50	12.70	0.645
aka_Latn-est_Latn	13.73	34.02	0.964
tso_Latn-dyu_Latn	1.40	14.35	0.815
khk_Cyrl-quy_Latn	3.18	24.75	1.122
ibo_Latn-bjn_Latn	12.54	36.29	1.005
san_Deva-kbp_Latn	6.28	22.72	1.109
smo_Latn-sna_Latn	14.95	38.30	0.954
hun_Latn-acm_Arab	9.11	25.80	1.441
ajp_Arab-kir_Cyrl	16.04	36.98	1.019
sun_Latn-xho_Latn	19.41	42.29	1.011
kac_Latn-nus_Latn	9.22	22.55	1.074
swh_Latn-heb_Hebr	28.74	44.66	0.980
fuv_Latn-kas_Arab	5.91	17.14	1.085
tzm_Tfng-fra_Latn	18.72	38.04	0.980
tir_Ethi-kor_Hang	13.97	22.18	0.945
cym_Latn-slv_Latn	27.35	48.21	0.972
lug_Latn-knc_Arab	4.45	9.32	1.130
kmr_Latn-gla_Latn	15.31	37.93	0.962
aeb_Arab-slk_Latn	21.56	43.04	0.981
wol_Latn-prs_Arab	10.97	29.12	0.999
mai_Deva-nso_Latn	18.38	44.03	1.044
tzm_Tfng-slv_Latn	11.28	31.20	0.991
tat_Cyrl-ban_Latn	10.21	35.54	1.057
eus_Latn-mag_Deva	20.58	39.35	0.998
prs_Arab-nus_Latn	11.59	26.20	1.127
ron_Latn-tir_Ethi	14.10	22.56	1.030
glg_Latn-bug_Latn	7.26	31.00	1.036
hin_Deva-ast_Latn	21.14	43.93	1.001
ace_Latn-ltz_Latn	16.29	35.88	0.963
cym_Latn-fra_Latn	43.47	60.44	0.968
taq_Tfng-lua_Latn	2.62	23.12	1.089
shn_Mymr-slv_Latn	16.34	36.42	1.004
tir_Ethi-deu_Latn	19.67	41.05	0.919
lua_Latn-hne_Deva	11.10	26.04	0.967
kam_Latn-kaz_Cyrl	9.12	23.92	0.901
als_Latn-azb_Arab	3.33	20.37	1.134
afr_Latn-tzm_Tfng	17.88	29.01	1.030
kmb_Latn-bjn_Arab	3.36	14.34	1.138
tuk_Latn-ell_Grek	26.76	41.76	0.950
shn_Mymr-fra_Latn	24.73	43.61	0.988
ces_Latn-taq_Latn	3.80	21.29	0.955
hye_Armn-tgk_Cyrl	28.01	44.83	0.940
sin_Sinh-luo_Latn	10.57	34.31	0.977
ckb_Arab-tam_Taml	24.14	43.47	0.955
umb_Latn-oci_Latn	9.57	26.27	0.844
tgl_Latn-swe_Latn	33.61	53.73	1.008
tir_Ethi-ukr_Cyrl	17.24	35.96	0.921
ilo_Latn-ace_Arab	5.56	17.66	1.130
sat_Beng-ace_Arab	3.86	15.58	1.168
ory_Orya-twi_Latn	11.07	33.07	0.992
kat_Geor-oci_Latn	24.18	44.90	0.952
fon_Latn-bul_Cyrl	10.72	27.07	0.942
rus_Cyrl-fon_Latn	3.84	18.03	1.210
amh_Ethi-pap_Latn	22.07	44.05	0.940
szl_Latn-kon_Latn	14.87	42.36	1.075
dyu_Latn-ben_Beng	7.97	18.60	1.013
hat_Latn-szl_Latn	22.43	40.16	0.951
ita_Latn-swh_Latn	24.66	49.51	1.025
zho_Hans-ssw_Latn	11.51	35.96	1.078
scn_Latn-tzm_Tfng	16.98	28.10	1.021
kin_Latn-arz_Arab	16.16	32.20	1.080
fon_Latn-wol_Latn	4.43	19.82	1.088
azj_Latn-ilo_Latn	16.78	43.64	1.013
ace_Latn-lmo_Latn	5.74	24.31	0.919
guj_Gujr-swh_Latn	28.25	52.10	0.983
mag_Deva-crh_Latn	20.80	41.15	0.970
nno_Latn-bul_Cyrl	34.83	53.32	0.973
ajp_Arab-ind_Latn	30.35	56.16	1.007
yor_Latn-szl_Latn	12.56	28.83	0.911
sot_Latn-pes_Arab	22.94	40.37	0.991
mag_Deva-asm_Beng	21.06	35.29	1.000
tgl_Latn-hau_Latn	20.99	44.76	1.018
bam_Latn-kmr_Latn	7.76	25.70	1.066
xho_Latn-fon_Latn	4.60	18.37	1.062
acq_Arab-fin_Latn	19.75	43.92	0.967
srp_Cyrl-ssw_Latn	15.52	39.76	1.040
sna_Latn-ory_Orya	17.53	31.80	0.932
hrv_Latn-zho_Hans	20.35	18.43	0.780
kam_Latn-bod_Tibt	2.65	19.41	1.067
nno_Latn-wol_Latn	7.11	25.53	1.101
eng_Latn-nus_Latn	14.02	28.56	1.082
fij_Latn-kas_Deva	2.96	13.47	0.910
swe_Latn-kbp_Latn	10.98	27.88	0.996
lug_Latn-ell_Grek	17.36	32.20	0.866
nob_Latn-kmr_Latn	13.84	33.66	0.968
snd_Arab-ayr_Latn	5.91	28.89	1.159
tum_Latn-hne_Deva	11.82	27.70	0.992
tir_Ethi-mag_Deva	16.83	35.23	0.970
shn_Mymr-hye_Armn	18.12	34.34	0.957
gla_Latn-aka_Latn	8.89	29.75	0.928
fra_Latn-lao_Laoo	24.80	40.78	0.949
eus_Latn-kor_Hang	18.65	26.23	0.946
gaz_Latn-lin_Latn	13.02	39.74	1.049
tgk_Cyrl-zul_Latn	20.25	43.46	0.994
bem_Latn-mni_Beng	16.28	28.33	1.017
kir_Cyrl-bak_Cyrl	22.91	41.03	0.921
bem_Latn-scn_Latn	8.03	28.17	0.957
hne_Deva-ayr_Latn	6.17	29.92	1.126
amh_Ethi-ltg_Latn	18.17	37.36	0.985
nso_Latn-pes_Arab	22.08	38.97	0.981
tuk_Latn-knc_Arab	4.07	9.28	1.152
oci_Latn-als_Latn	33.76	54.38	0.975
zho_Hant-bos_Latn	19.11	41.50	1.036
mai_Deva-apc_Arab	22.74	38.82	1.004
sag_Latn-twi_Latn	6.52	25.46	0.937
